class	time_point	hc	class2	final_class
ENSG00000065534	downregulation	NA	NA	NA	downregulation
ENSG00000065548	downregulation	NA	NA	NA	downregulation
ENSG00000065600	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000065613	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000065615	variable	variable	cluster_2	upregulation	upregulation
ENSG00000065665	variable	variable	cluster_1	downregulation	downregulation
ENSG00000065675	downregulation	NA	NA	NA	downregulation
ENSG00000065802	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000065809	peaking	H006	NA	NA	peaking
ENSG00000065923	variable	variable	cluster_1	downregulation	downregulation
ENSG00000065970	variable	variable	cluster_2	upregulation	upregulation
ENSG00000065978	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000065989	variable	variable	cluster_3	bending	bending
ENSG00000066044	downregulation	NA	NA	NA	downregulation
ENSG00000066056	peaking	H072	NA	NA	peaking
ENSG00000066084	variable	variable	cluster_2	upregulation	upregulation
ENSG00000066117	downregulation	NA	NA	NA	downregulation
ENSG00000066135	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000066279	downregulation	NA	NA	NA	downregulation
ENSG00000066294	variable	variable	cluster_3	bending	bending
ENSG00000066322	variable	variable	cluster_2	upregulation	upregulation
ENSG00000066336	upregulation	NA	NA	NA	upregulation
ENSG00000066379	variable	variable	cluster_1	downregulation	downregulation
ENSG00000066455	upregulation	NA	NA	NA	upregulation
ENSG00000066557	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000066583	variable	variable	cluster_1	downregulation	downregulation
ENSG00000066654	variable	variable	cluster_1	downregulation	downregulation
ENSG00000066697	downregulation	NA	NA	NA	downregulation
ENSG00000066777	high_expression	flat	cluster_3	bending	bending
ENSG00000066855	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000066923	variable	variable	cluster_2	upregulation	upregulation
ENSG00000066926	variable	variable	cluster_3	bending	bending
ENSG00000067057	downregulation	NA	NA	NA	downregulation
ENSG00000067064	downregulation	NA	NA	NA	downregulation
ENSG00000067066	upregulation	NA	NA	NA	upregulation
ENSG00000067082	variable	variable	cluster_3	bending	bending
ENSG00000067167	variable	variable	cluster_3	bending	bending
ENSG00000067191	variable	variable	cluster_1	downregulation	downregulation
ENSG00000067208	variable	variable	cluster_3	bending	bending
ENSG00000067221	variable	variable	cluster_3	bending	bending
ENSG00000067225	peaking	H072	NA	NA	peaking
ENSG00000067248	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000067334	variable	variable	cluster_1	downregulation	downregulation
ENSG00000067365	variable	variable	cluster_1	downregulation	downregulation
ENSG00000067369	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000067533	peaking	H003	NA	NA	peaking
ENSG00000067560	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000067596	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000067606	downregulation	NA	NA	NA	downregulation
ENSG00000067715	variable	variable	cluster_1	downregulation	downregulation
ENSG00000067829	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000067955	downregulation	NA	NA	NA	downregulation
ENSG00000067992	upregulation	NA	NA	NA	upregulation
ENSG00000068001	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068028	variable	variable	cluster_2	upregulation	upregulation
ENSG00000068079	upregulation	NA	NA	NA	upregulation
ENSG00000068097	upregulation	NA	NA	NA	upregulation
ENSG00000068120	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000068305	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068308	high_expression	flat	cluster_3	bending	bending
ENSG00000068323	upregulation	NA	NA	NA	upregulation
ENSG00000068366	upregulation	NA	NA	NA	upregulation
ENSG00000068383	peaking	H036	NA	NA	peaking
ENSG00000068438	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068489	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068654	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068697	variable	variable	cluster_2	upregulation	upregulation
ENSG00000068745	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068796	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068831	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068878	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068885	variable	variable	cluster_1	downregulation	downregulation
ENSG00000068903	variable	variable	cluster_3	bending	bending
ENSG00000068912	high_expression	flat	cluster_3	bending	bending
ENSG00000068971	variable	variable	cluster_3	bending	bending
ENSG00000069248	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000069275	downregulation	NA	NA	NA	downregulation
ENSG00000069329	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000069345	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000069399	upregulation	NA	NA	NA	upregulation
ENSG00000069424	variable	variable	cluster_2	upregulation	upregulation
ENSG00000069493	variable	variable	cluster_1	downregulation	downregulation
ENSG00000069509	variable	variable	cluster_1	downregulation	downregulation
ENSG00000069849	variable	variable	cluster_2	upregulation	upregulation
ENSG00000069869	variable	variable	cluster_1	downregulation	downregulation
ENSG00000069943	moderate_expression	flat	cluster_3	bending	bending
ENSG00000069974	peaking	H048	NA	NA	peaking
ENSG00000069998	variable	variable	cluster_1	downregulation	downregulation
ENSG00000070010	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000070018	downregulation	NA	NA	NA	downregulation
ENSG00000070061	downregulation	NA	NA	NA	downregulation
ENSG00000070081	downregulation	NA	NA	NA	downregulation
ENSG00000070087	downregulation	NA	NA	NA	downregulation
ENSG00000070190	upregulation	NA	NA	NA	upregulation
ENSG00000070214	variable	variable	cluster_2	upregulation	upregulation
ENSG00000070366	variable	variable	cluster_1	downregulation	downregulation
ENSG00000070367	variable	variable	cluster_2	upregulation	upregulation
ENSG00000070371	variable	variable	cluster_1	downregulation	downregulation
ENSG00000070413	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000070476	variable	variable	cluster_1	downregulation	downregulation
ENSG00000070501	downregulation	NA	NA	NA	downregulation
ENSG00000070540	upregulation	NA	NA	NA	upregulation
ENSG00000070610	variable	variable	cluster_2	upregulation	upregulation
ENSG00000070669	downregulation	NA	NA	NA	downregulation
ENSG00000070718	downregulation	NA	NA	NA	downregulation
ENSG00000070759	upregulation	NA	NA	NA	upregulation
ENSG00000070761	downregulation	NA	NA	NA	downregulation
ENSG00000070770	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000070785	downregulation	NA	NA	NA	downregulation
ENSG00000070814	downregulation	NA	NA	NA	downregulation
ENSG00000070831	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000070882	upregulation	NA	NA	NA	upregulation
ENSG00000070950	downregulation	NA	NA	NA	downregulation
ENSG00000070961	upregulation	NA	NA	NA	upregulation
ENSG00000071051	variable	variable	cluster_1	downregulation	downregulation
ENSG00000071054	variable	variable	cluster_1	downregulation	downregulation
ENSG00000071073	upregulation	NA	NA	NA	upregulation
ENSG00000071082	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000071127	variable	variable	cluster_2	upregulation	upregulation
ENSG00000071189	variable	variable	cluster_3	bending	bending
ENSG00000071205	variable	variable	cluster_2	upregulation	upregulation
ENSG00000071242	bending	H048	NA	NA	bending
ENSG00000071243	peaking	H003	NA	NA	peaking
ENSG00000071246	variable	variable	cluster_2	upregulation	upregulation
ENSG00000071462	variable	variable	cluster_1	downregulation	downregulation
ENSG00000071537	variable	variable	cluster_3	bending	bending
ENSG00000071539	downregulation	NA	NA	NA	downregulation
ENSG00000071553	upregulation	NA	NA	NA	upregulation
ENSG00000071564	downregulation	NA	NA	NA	downregulation
ENSG00000071575	downregulation	NA	NA	NA	downregulation
ENSG00000071626	downregulation	NA	NA	NA	downregulation
ENSG00000071655	peaking	H006	NA	NA	peaking
ENSG00000071794	downregulation	NA	NA	NA	downregulation
ENSG00000071859	variable	variable	cluster_2	upregulation	upregulation
ENSG00000071889	variable	variable	cluster_3	bending	bending
ENSG00000071894	variable	variable	cluster_1	downregulation	downregulation
ENSG00000071994	downregulation	NA	NA	NA	downregulation
ENSG00000072042	upregulation	NA	NA	NA	upregulation
ENSG00000072062	variable	variable	cluster_2	upregulation	upregulation
ENSG00000072071	downregulation	NA	NA	NA	downregulation
ENSG00000072110	variable	variable	cluster_2	upregulation	upregulation
ENSG00000072121	variable	variable	cluster_3	bending	bending
ENSG00000072135	variable	variable	cluster_2	upregulation	upregulation
ENSG00000072163	downregulation	NA	NA	NA	downregulation
ENSG00000072195	downregulation	NA	NA	NA	downregulation
ENSG00000072274	upregulation	NA	NA	NA	upregulation
ENSG00000072310	variable	variable	cluster_3	bending	bending
ENSG00000072364	variable	variable	cluster_3	bending	bending
ENSG00000072401	variable	variable	cluster_3	bending	bending
ENSG00000072415	variable	variable	cluster_3	bending	bending
ENSG00000072422	variable	variable	cluster_1	downregulation	downregulation
ENSG00000072501	variable	variable	cluster_1	downregulation	downregulation
ENSG00000072506	variable	variable	cluster_1	downregulation	downregulation
ENSG00000072518	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000072571	downregulation	NA	NA	NA	downregulation
ENSG00000072609	high_expression	flat	cluster_3	bending	bending
ENSG00000072756	downregulation	NA	NA	NA	downregulation
ENSG00000072778	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000072786	upregulation	NA	NA	NA	upregulation
ENSG00000072803	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000072818	bending	H006	NA	NA	bending
ENSG00000072832	downregulation	NA	NA	NA	downregulation
ENSG00000072849	variable	variable	cluster_2	upregulation	upregulation
ENSG00000072864	peaking	H036	NA	NA	peaking
ENSG00000072952	peaking	H024	NA	NA	peaking
ENSG00000073008	variable	variable	cluster_3	bending	bending
ENSG00000073060	downregulation	NA	NA	NA	downregulation
ENSG00000073111	downregulation	NA	NA	NA	downregulation
ENSG00000073331	upregulation	NA	NA	NA	upregulation
ENSG00000073417	variable	variable	cluster_3	bending	bending
ENSG00000073536	variable	variable	cluster_1	downregulation	downregulation
ENSG00000073584	downregulation	NA	NA	NA	downregulation
ENSG00000073605	variable	variable	cluster_3	bending	bending
ENSG00000073737	upregulation	NA	NA	NA	upregulation
ENSG00000073921	variable	variable	cluster_2	upregulation	upregulation
ENSG00000073969	variable	variable	cluster_2	upregulation	upregulation
ENSG00000074054	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000074266	variable	variable	cluster_1	downregulation	downregulation
ENSG00000074319	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000074356	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000074416	upregulation	NA	NA	NA	upregulation
ENSG00000074582	variable	variable	cluster_1	downregulation	downregulation
ENSG00000074603	high_expression	flat	cluster_3	bending	bending
ENSG00000074621	variable	variable	cluster_3	bending	bending
ENSG00000074695	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000074696	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000074706	peaking	H048	NA	NA	peaking
ENSG00000074800	peaking	H072	NA	NA	peaking
ENSG00000074855	variable	variable	cluster_2	upregulation	upregulation
ENSG00000074935	variable	variable	cluster_1	downregulation	downregulation
ENSG00000074964	upregulation	NA	NA	NA	upregulation
ENSG00000075043	variable	variable	cluster_1	downregulation	downregulation
ENSG00000075089	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075131	variable	variable	cluster_1	downregulation	downregulation
ENSG00000075142	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075151	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075218	downregulation	NA	NA	NA	downregulation
ENSG00000075234	upregulation	NA	NA	NA	upregulation
ENSG00000075240	variable	variable	cluster_1	downregulation	downregulation
ENSG00000075275	variable	variable	cluster_3	bending	bending
ENSG00000075303	variable	variable	cluster_2	upregulation	upregulation
ENSG00000075336	variable	variable	cluster_1	downregulation	downregulation
ENSG00000075391	variable	variable	cluster_3	bending	bending
ENSG00000075399	variable	variable	cluster_2	upregulation	upregulation
ENSG00000075407	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075413	high_expression	flat	cluster_3	bending	bending
ENSG00000075415	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075420	variable	variable	cluster_2	upregulation	upregulation
ENSG00000075426	upregulation	NA	NA	NA	upregulation
ENSG00000075624	variable	variable	cluster_2	upregulation	upregulation
ENSG00000075651	bending	H036	NA	NA	bending
ENSG00000075702	downregulation	NA	NA	NA	downregulation
ENSG00000075711	downregulation	NA	NA	NA	downregulation
ENSG00000075785	upregulation	NA	NA	NA	upregulation
ENSG00000075790	upregulation	NA	NA	NA	upregulation
ENSG00000075856	variable	variable	cluster_1	downregulation	downregulation
ENSG00000075884	variable	variable	cluster_2	upregulation	upregulation
ENSG00000075914	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000075945	moderate_expression	flat	cluster_3	bending	bending
ENSG00000075975	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000076003	downregulation	NA	NA	NA	downregulation
ENSG00000076067	variable	variable	cluster_2	upregulation	upregulation
ENSG00000076201	moderate_expression	flat	cluster_3	bending	bending
ENSG00000076248	downregulation	NA	NA	NA	downregulation
ENSG00000076321	variable	variable	cluster_3	bending	bending
ENSG00000076351	upregulation	NA	NA	NA	upregulation
ENSG00000076382	downregulation	NA	NA	NA	downregulation
ENSG00000076513	high_expression	flat	cluster_3	bending	bending
ENSG00000076554	downregulation	NA	NA	NA	downregulation
ENSG00000076604	downregulation	NA	NA	NA	downregulation
ENSG00000076650	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000076662	peaking	H072	NA	NA	peaking
ENSG00000076706	downregulation	NA	NA	NA	downregulation
ENSG00000076770	peaking	H024	NA	NA	peaking
ENSG00000076928	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000076944	upregulation	NA	NA	NA	upregulation
ENSG00000076984	variable	variable	cluster_1	downregulation	downregulation
ENSG00000077044	downregulation	NA	NA	NA	downregulation
ENSG00000077097	downregulation	NA	NA	NA	downregulation
ENSG00000077150	upregulation	NA	NA	NA	upregulation
