H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168	tHMM_pf
Peak1020212	3	3	3	3	3	3	3	3	3	3	3	6	3
Peak1020229	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak1020230	3	3	3	3	3	3	3	3	6	6	6	6	3
Peak1020231	3	3	3	3	3	3	3	3	6	6	6	6	3
Peak1020239	3	3	3	3	3	6	6	6	6	6	6	6	1
Peak1020480	3	3	3	3	3	3	3	3	3	6	6	6	3
Peak1020481	3	3	3	3	3	3	3	3	3	6	6	6	5
Peak1020623	6	3	6	6	6	6	6	6	6	6	6	6	2
Peak1020624	3	3	6	6	6	6	6	6	6	6	6	6	1
Peak1020880	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak1020907	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak1020951	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1021224	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1021225	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1021245	3	3	3	5	5	5	5	5	5	5	5	5	6
Peak1021246	6	6	3	3	3	3	6	6	6	6	6	6	3
Peak1021286	1	1	1	2	2	2	4	4	4	4	4	4	2
Peak1021394	3	3	3	3	3	3	3	3	3	6	6	6	5
Peak1021501	4	4	4	4	4	4	5	5	5	3	3	3	3
Peak1021502	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak1021610	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak1021611	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak1021612	2	1	1	1	1	1	1	1	2	1	1	1	5
Peak1021745	6	6	6	6	6	6	6	6	6	6	3	3	6
Peak1021769	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1021770	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak102182	3	3	3	3	2	4	2	2	3	3	4	4	1
Peak1021873	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak1021874	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak1021875	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak1021881	5	5	5	5	5	5	5	5	5	5	5	4	6
Peak1021895	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak102206	2	2	4	4	4	4	4	4	4	4	2	2	3
Peak1022179	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak102230	2	4	4	4	4	2	2	2	2	3	3	3	4
Peak102231	2	4	4	4	4	2	2	2	2	3	3	3	4
Peak102240	2	4	5	5	5	5	5	5	5	4	4	4	6
Peak102241	2	4	5	5	5	5	5	5	5	4	4	4	6
Peak102242	2	4	5	5	5	5	5	5	5	4	4	4	6
Peak102243	2	4	4	5	5	5	5	4	4	4	4	4	6
Peak102249	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1022494	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1022583	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1022584	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1022585	5	4	4	4	4	4	4	4	4	4	4	4	3
Peak1023009	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1023010	4	5	5	5	5	5	5	6	6	6	6	6	6
Peak1023011	4	5	5	5	5	5	5	5	5	6	6	6	6
Peak1023012	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1023023	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1023026	5	5	5	5	5	6	6	6	6	6	6	6	6
Peak1023027	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1023047	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1023048	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1023549	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1023550	3	5	5	5	5	5	5	5	5	5	5	5	6
Peak1023574	6	6	6	6	6	6	6	5	5	5	5	5	6
Peak1023707	4	4	4	4	4	4	4	4	4	5	4	4	3
Peak1023727	4	4	5	5	5	5	5	4	4	4	4	4	6
Peak1023728	4	4	5	5	5	5	5	5	4	4	4	4	6
Peak102376	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak102377	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1024126	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1024355	5	5	5	5	5	5	5	6	6	6	6	6	6
Peak1024405	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1024406	3	3	3	3	3	3	3	3	3	6	6	6	7
Peak102447	3	3	3	3	3	3	6	6	6	6	6	6	3
Peak1024476	5	4	4	4	4	4	4	4	5	5	5	5	3
Peak1024479	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak1024480	5	5	5	5	5	5	3	3	3	3	3	3	6
Peak1024494	4	4	4	4	4	4	2	2	2	2	1	1	4
Peak1024525	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1024689	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1024735	3	3	3	3	3	3	3	3	3	3	5	5	6
Peak102486	2	2	4	4	4	4	4	4	4	4	2	2	3
Peak1024929	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1024963	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1025203	4	4	4	2	2	4	4	4	4	4	4	4	2
Peak1025252	2	2	2	4	4	4	4	4	4	4	4	4	2
Peak1025330	1	1	1	1	2	2	2	2	4	4	4	4	1
Peak1025399	4	5	4	4	4	5	4	4	4	5	5	5	3
Peak102540	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak102541	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak102542	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak102543	2	4	4	4	4	4	4	5	5	5	5	5	3
Peak1025468	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak1025469	4	4	4	4	4	4	5	5	5	5	5	4	3
Peak1025588	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1025589	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1025603	4	2	4	4	4	4	5	5	5	5	5	5	3
Peak1025618	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1025619	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1025732	6	3	6	6	6	6	6	6	6	6	6	6	3
Peak1025746	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak1025759	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1025782	2	2	4	4	4	5	5	5	5	4	4	4	6
Peak1025902	5	5	5	5	5	5	5	5	5	4	2	2	6
Peak1025903	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1025987	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1025988	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1026001	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1026002	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak1026013	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1026176	3	3	3	3	3	3	3	3	3	3	6	6	4
Peak1026228	5	4	4	4	4	4	4	4	4	4	3	3	3
Peak1026229	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1026230	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak1026351	5	5	5	5	5	4	4	4	4	4	4	5	6
Peak1026397	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1026408	5	4	5	5	5	5	5	5	5	5	5	5	6
Peak1026409	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1026416	5	5	5	5	5	5	5	3	3	6	6	6	6
Peak1026417	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1026418	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1026487	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1026511	4	4	4	4	4	5	5	5	5	5	5	5	6
Peak102665	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak1026756	3	3	3	3	3	3	3	3	3	3	6	6	4
Peak1026841	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1026842	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1026901	6	6	6	3	3	3	3	3	3	3	3	3	3
Peak1026902	6	6	6	6	6	6	6	6	6	3	3	3	3
Peak1026939	4	5	5	5	5	5	5	4	4	4	2	3	6
Peak1026940	4	4	4	4	4	4	4	4	4	2	2	3	3
Peak1026962	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak1026963	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak1026977	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak102703	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1027243	1	2	2	2	2	2	2	2	2	4	4	2	7
Peak1027244	1	2	2	2	2	2	2	2	2	4	4	2	7
Peak102747	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak102748	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak1027803	5	4	4	4	4	4	5	5	5	5	5	5	3
Peak1027863	3	6	6	6	6	6	6	6	6	6	6	6	7
Peak1027878	3	3	3	3	3	3	3	3	3	3	6	6	4
Peak1028079	2	4	4	4	4	5	5	5	5	5	5	5	6
Peak1028110	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak1028111	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak1028112	2	4	4	4	5	5	5	5	5	5	5	5	6
Peak1028150	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak1028151	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak1028152	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak1028167	1	2	2	2	4	4	4	4	4	4	4	4	2
Peak1028168	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1028202	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1028203	4	4	4	5	5	5	5	5	5	5	5	5	6
Peak1028228	5	5	4	4	5	5	5	5	5	5	5	5	6
Peak1028229	5	5	4	4	5	5	5	5	5	5	5	5	6
Peak1028335	3	3	3	3	3	6	6	6	6	6	6	6	4
Peak1028336	3	3	3	3	3	6	6	6	6	6	6	6	7
Peak1028379	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak1028380	3	3	3	3	3	3	3	3	3	3	6	6	5
Peak1028391	3	3	3	3	3	3	3	3	3	3	6	6	6
Peak10284	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak102841	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak10285	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak10286	2	2	2	2	2	2	2	2	4	4	4	4	2
Peak1028841	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak1028842	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak1028872	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1028899	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1028902	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1028935	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1028936	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1028975	4	4	4	2	2	4	2	2	2	2	1	1	4
Peak1029053	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1029054	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1029170	4	4	4	4	4	5	5	5	5	5	5	5	6
Peak102927	6	6	6	3	3	6	6	6	6	6	6	6	3
Peak1029447	5	5	4	4	4	4	4	4	4	4	4	4	3
Peak102962	6	6	6	6	6	6	6	6	5	5	5	5	6
Peak1029626	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1029897	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1029905	3	3	3	3	3	3	3	3	3	6	6	6	6
Peak1029906	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1029933	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1029961	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1029962	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak1029975	4	4	4	4	4	4	4	4	5	5	5	4	3
Peak1029976	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak1029994	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak1029995	3	3	3	3	3	3	3	3	3	3	6	6	2
Peak1029999	3	3	3	3	3	3	3	3	3	3	6	6	2
Peak1030000	3	3	3	3	3	3	3	3	3	6	6	6	7
Peak1030001	3	3	3	3	3	5	5	5	5	5	6	6	6
Peak1030102	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1030103	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1030104	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1030123	1	1	1	1	2	2	2	2	2	2	2	2	1
Peak1030336	5	4	4	4	4	4	4	5	5	3	5	5	3
Peak1030464	6	6	5	5	5	5	5	5	5	5	5	5	6
Peak1030465	6	5	5	5	5	5	5	5	5	5	5	5	6
Peak1030466	5	5	5	5	5	5	5	3	3	3	3	3	6
Peak1030485	4	4	4	4	4	4	4	3	3	3	3	3	3
Peak1030515	4	4	4	3	3	3	3	3	3	3	3	3	4
Peak1030525	4	4	4	4	4	4	4	4	4	4	3	3	3
Peak1030526	4	4	4	4	4	4	4	4	4	4	2	3	3
Peak1030536	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak1030546	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak1030550	4	4	4	4	4	2	4	2	2	2	2	2	4
Peak1030608	3	3	3	3	3	3	3	3	3	3	3	6	7
Peak1030636	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1030715	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1030746	2	2	2	2	2	2	4	4	4	2	2	2	2
Peak1030904	1	1	1	1	1	1	1	2	2	2	4	4	1
Peak1030905	1	1	1	1	1	1	2	2	2	2	4	4	1
Peak1030913	1	2	2	2	2	2	2	2	4	4	5	5	7
Peak1030946	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak1030947	4	4	4	4	4	4	4	4	4	4	5	5	3
Peak103098	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1031087	2	2	2	2	2	2	2	2	2	2	4	2	7
Peak103113	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak103114	4	5	5	5	5	5	5	5	5	4	2	2	6
Peak1031213	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak1031214	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1031261	4	4	4	4	4	4	4	4	3	3	3	3	3
Peak103128	4	5	5	5	5	5	5	5	4	4	2	2	6
Peak1031405	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1031406	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1031549	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak1031550	4	4	4	4	4	4	4	4	5	5	5	5	3
Peak1031614	5	5	5	3	5	5	5	3	3	3	3	3	6
Peak1031615	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak1031616	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak1031680	5	3	5	5	5	5	5	5	5	5	4	4	6
Peak1031682	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1031791	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1031850	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1031851	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1032063	4	4	4	4	4	4	4	5	5	5	5	5	3
Peak1032190	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1032191	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak103237	2	2	2	2	2	2	4	4	2	2	2	2	2
Peak103238	2	2	2	2	2	2	4	4	2	2	2	2	2
Peak1032437	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1032438	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1032439	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1032440	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak1032441	5	5	5	3	3	6	6	6	6	6	6	6	6
Peak1032442	3	3	3	3	3	3	6	6	6	6	6	6	2
Peak1032451	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak1032479	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1032576	3	3	3	3	2	2	2	2	2	2	3	2	4
Peak1032588	3	3	3	3	3	3	3	3	3	3	3	6	1
Peak1032598	3	3	2	2	2	2	2	2	4	4	5	5	2
Peak1032612	1	1	1	1	2	2	2	4	4	5	5	5	1
Peak1032617	1	1	1	1	1	1	2	4	5	5	5	5	5
Peak1032668	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak103271	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak103350	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak103351	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1033725	5	4	4	4	4	4	4	4	4	4	2	2	3
Peak1033726	5	4	4	4	4	4	4	4	4	4	2	2	3
Peak1033727	5	4	4	4	4	4	4	4	4	4	2	2	3
Peak1033751	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1033778	6	6	5	5	5	5	5	5	5	5	5	5	6
Peak1033781	6	6	5	5	5	5	5	5	5	5	5	5	6
Peak1033815	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak1033816	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak1033903	4	4	4	4	4	4	4	4	4	4	5	5	3
Peak1033933	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak1033934	3	6	6	6	6	6	6	6	6	6	6	6	7
Peak1034002	5	5	5	5	3	5	5	5	3	3	3	3	6
Peak1034003	5	5	5	5	5	5	5	5	3	3	3	3	6
Peak1034030	3	3	3	3	3	3	3	3	3	3	5	5	4
Peak1034054	4	4	4	4	4	4	4	4	4	3	4	2	3
Peak1034055	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1034056	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak1034178	2	2	2	2	2	2	4	4	4	2	2	2	2
Peak1034305	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak103442	2	4	4	4	4	4	4	5	5	4	4	4	3
Peak103443	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak1034528	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1034529	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1034552	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1034662	6	6	6	6	6	5	5	5	5	6	6	6	6
Peak1035003	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak1035004	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1035005	5	5	5	5	5	4	4	4	4	4	2	2	3
Peak1035035	6	6	6	3	5	5	5	5	5	5	5	5	6
Peak1035048	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1035089	6	6	6	6	3	3	6	6	6	6	6	6	3
Peak1035107	3	3	3	3	3	3	3	3	3	6	6	6	5
Peak1035108	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak1035126	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak1035272	2	2	2	2	2	2	3	3	3	4	4	5	2
Peak1035273	4	4	4	4	4	4	4	4	4	4	4	3	3
Peak1035368	4	4	4	4	5	5	5	5	5	5	4	4	6
Peak1035380	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1035381	4	4	4	4	4	5	5	5	4	4	4	4	3
Peak1035497	4	4	4	4	4	4	4	4	4	5	4	4	3
Peak1035499	4	4	4	4	4	5	5	4	4	5	5	4	3
Peak1035586	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1035587	5	5	5	5	6	6	6	6	6	6	6	6	6
Peak1035593	4	4	5	5	5	5	5	5	5	5	5	4	6
Peak1035602	4	4	4	4	4	2	2	4	4	4	4	4	3
Peak1035611	3	3	3	3	3	3	3	3	3	3	5	5	3
Peak1035612	3	3	3	3	3	3	3	3	3	3	5	5	2
Peak1035681	6	3	6	6	6	6	6	6	6	6	6	6	4
Peak1035682	6	3	6	6	6	6	6	6	6	6	6	6	4
Peak1035683	3	3	5	5	5	5	5	5	5	5	5	5	6
Peak103575	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1035777	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1036074	3	3	3	3	3	6	6	6	6	6	6	6	7
Peak1036235	5	5	5	4	4	4	4	3	3	3	3	4	6
Peak1036236	5	5	5	4	4	4	4	3	3	3	3	2	3
Peak1036620	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak1036712	3	3	3	3	3	3	3	3	3	3	5	5	7
Peak1036713	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1036774	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1036775	4	5	5	5	5	4	4	4	4	2	2	2	3
Peak1036784	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1036860	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1036861	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1036862	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1036889	5	5	5	3	3	5	5	5	5	5	5	5	6
Peak1036891	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1036892	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1036971	4	4	4	4	5	5	5	5	4	4	5	4	3
Peak1036972	4	4	4	4	5	4	4	4	4	4	4	4	3
Peak1037017	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1037018	5	5	5	5	5	5	6	6	6	6	6	6	6
Peak1037101	5	5	5	5	5	3	3	3	3	3	3	3	6
Peak1037199	6	6	6	3	3	3	3	3	3	3	6	6	7
Peak1037221	6	5	5	5	5	5	5	5	5	5	6	6	6
Peak1037290	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak1037291	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak1037318	5	5	5	5	5	5	5	5	5	5	3	3	6
Peak1037338	3	3	3	3	3	3	3	3	3	6	6	6	3
Peak1037470	5	4	4	4	4	4	4	5	5	5	5	5	3
Peak1037556	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak103757	4	4	4	5	4	4	4	4	4	4	4	4	3
Peak103758	4	4	4	5	4	4	4	4	4	4	2	2	3
Peak1037799	3	3	3	3	3	3	3	3	3	3	5	5	5
Peak1037842	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak1037843	4	4	4	4	4	5	5	5	5	5	5	5	6
Peak1037849	4	4	4	4	4	4	5	5	5	5	5	5	3
Peak1037935	2	2	2	2	2	4	5	5	5	5	5	5	7
Peak1037950	1	2	4	4	4	5	5	5	5	5	4	4	6
Peak1038056	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak1038124	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1038182	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1038183	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1038212	5	3	3	3	3	5	4	4	4	3	3	3	3
Peak1038230	2	2	2	2	2	2	2	2	2	2	4	4	7
Peak1038306	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1038307	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1038321	4	4	5	5	5	5	5	5	5	4	4	4	6
Peak1038473	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak1038474	3	3	3	3	3	6	6	6	6	6	6	6	7
Peak1038522	2	4	4	4	4	4	4	4	4	4	5	5	3
Peak1038568	2	4	4	4	4	4	5	5	5	5	5	5	3
Peak1038625	4	4	4	4	4	4	4	4	4	5	5	5	3
Peak1038656	6	6	6	3	6	6	6	6	6	6	6	6	3
Peak1038788	3	3	3	3	3	3	3	3	3	3	3	6	2
Peak1039394	2	2	2	4	4	4	4	4	4	4	4	2	3
Peak1039565	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak1039824	6	6	6	6	6	6	6	6	6	5	5	5	6
Peak104	4	4	4	2	2	2	2	2	2	2	1	1	4
Peak1040052	2	4	5	5	6	6	6	6	6	6	6	6	6
Peak1040053	2	5	5	5	5	6	6	6	6	6	6	6	6
Peak1040058	2	3	3	5	5	5	5	5	5	5	5	4	6
Peak1040080	2	2	4	4	4	4	4	4	4	5	5	4	3
Peak1040081	2	2	4	4	4	4	4	4	4	5	5	4	3
Peak1040107	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1040249	2	2	2	2	2	2	2	2	4	4	4	4	2
Peak1040266	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1040317	2	4	4	4	5	5	5	5	5	5	5	5	6
Peak1040551	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1040552	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1040596	2	2	2	2	2	4	4	4	4	5	5	5	2
Peak104068	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak104069	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1041017	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1041018	5	5	5	6	6	6	6	6	6	5	5	5	6
Peak1041052	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak1041053	5	5	5	5	5	4	4	4	2	2	2	2	3
Peak1041528	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1041576	4	4	4	4	4	4	3	3	3	3	3	3	3
Peak1041641	3	3	3	4	4	4	4	4	5	5	5	5	3
Peak1041642	3	3	3	4	4	4	4	4	5	5	5	5	3
Peak1042010	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak104204	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak104211	2	2	2	2	2	2	2	2	2	4	4	4	2
Peak104223	1	1	1	1	1	1	2	2	4	5	5	5	1
Peak1042393	6	6	6	3	3	3	3	3	3	3	3	3	6
Peak1042607	1	1	1	1	1	2	2	2	2	2	2	4	1
Peak1042670	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1042671	5	5	5	5	5	5	5	5	5	3	5	5	6
Peak1042769	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1042778	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1042783	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1042784	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1042956	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1043264	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1043421	4	4	4	2	2	2	2	2	2	1	1	1	7
Peak104355	5	5	5	5	5	5	5	5	4	4	2	2	6
Peak104356	5	5	5	5	5	5	5	5	4	4	2	2	6
Peak104357	5	5	5	5	5	5	5	5	4	4	2	2	6
Peak104358	5	5	5	5	5	5	5	5	4	4	2	2	6
Peak1043668	4	4	4	4	4	3	3	3	3	3	3	3	3
Peak104394	5	5	5	5	6	6	6	6	6	5	5	5	6
Peak104401	6	6	6	6	6	6	6	6	6	6	6	5	2
Peak1044048	3	3	3	3	3	3	3	6	6	6	6	6	2
Peak104410	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1044108	6	6	6	3	3	3	3	3	3	5	5	5	6
Peak1044109	6	6	6	3	3	6	6	6	3	3	6	6	6
Peak104411	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1044110	6	6	6	3	3	3	3	3	3	3	6	6	2
Peak1044459	3	3	3	3	3	3	3	3	3	6	6	6	1
Peak1044477	3	3	3	3	3	3	3	3	3	3	3	6	4
Peak1044478	3	3	3	3	3	3	3	3	3	3	6	6	1
Peak1044726	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1045193	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak1045306	5	5	5	5	3	3	3	3	3	3	3	3	6
Peak1045328	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak1045335	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak1045349	5	3	5	5	5	5	5	5	4	4	4	4	6
Peak1045350	5	3	5	5	5	5	5	4	4	4	4	4	6
Peak1045392	5	5	5	5	5	5	4	4	4	4	4	4	6
Peak1045405	4	4	4	4	4	4	4	2	2	2	2	2	3
Peak104553	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak104554	4	2	2	2	2	4	4	4	4	4	4	4	2
Peak1045599	5	5	5	4	4	4	4	4	4	4	4	2	3
